WEEK,COUNTRY,EVENTS
2025-08-09,Syria,1
2024-12-07,Syria,1
2020-02-08,Syria,2
2020-02-22,Syria,1
2020-05-30,Syria,2
2020-07-11,Syria,1
2020-08-01,Syria,1
2020-09-05,Syria,1
2020-09-26,Syria,1
2020-11-21,Syria,2
2020-12-12,Syria,1
2020-12-19,Syria,2
2021-01-09,Syria,1
2021-01-16,Syria,2
2021-02-20,Syria,1
2021-05-01,Syria,2
2021-05-08,Syria,2
2021-05-15,Syria,1
2021-07-03,Syria,2
2021-07-10,Syria,1
2021-07-17,Syria,1
2021-07-24,Syria,7
2021-07-31,Syria,1
2021-08-21,Syria,2
2021-08-28,Syria,2
2021-09-04,Syria,1
2021-09-18,Syria,4
2021-09-25,Syria,1
2021-10-02,Syria,1
2021-10-09,Syria,1
2021-11-20,Syria,1
2021-12-04,Syria,1
2022-04-23,Syria,2
2022-10-01,Syria,1
2022-10-08,Syria,1
2022-11-19,Syria,2
2022-12-03,Syria,1
2023-06-17,Syria,4
2023-06-24,Syria,6
2023-10-07,Syria,4
2023-10-21,Syria,4
2023-10-28,Syria,3
2023-11-04,Syria,1
2024-02-24,Syria,2
2024-03-02,Syria,2
2024-03-16,Syria,1
2024-04-13,Syria,2
2024-04-20,Syria,1
2024-05-11,Syria,1
2024-05-18,Syria,1
2024-09-28,Syria,1
2024-10-05,Syria,1
2024-10-12,Syria,3
2024-11-02,Syria,1
2024-11-23,Syria,1
2024-12-07,Syria,9
2024-12-14,Syria,1
2025-03-08,Syria,5
2025-03-22,Syria,2
2025-04-26,Syria,1
2025-05-03,Syria,2
2025-05-24,Syria,2
2025-07-12,Syria,1
2025-07-26,Syria,1
2025-08-02,Syria,1
2025-09-06,Syria,1
2022-08-27,Syria,1
2022-10-22,Syria,1
2024-07-27,Syria,1
2025-02-08,Syria,1
2025-02-15,Syria,1
2025-07-12,Syria,1
2025-08-02,Syria,1
2020-01-04,Syria,1
2020-02-22,Syria,1
2021-03-20,Syria,1
2022-03-05,Syria,1
2022-11-19,Syria,1
2023-02-25,Syria,1
2023-07-22,Syria,1
2023-10-07,Syria,1
2023-11-04,Syria,1
2024-03-16,Syria,1
2024-10-26,Syria,1
2024-12-07,Syria,2
2024-12-14,Syria,5
2024-12-21,Syria,1
2024-12-28,Syria,1
2025-01-04,Syria,1
2025-01-11,Syria,2
2025-01-18,Syria,4
2025-01-25,Syria,3
2025-02-01,Syria,1
2025-02-08,Syria,1
2025-02-22,Syria,1
2025-03-01,Syria,1
2025-03-15,Syria,4
2025-03-22,Syria,1
2025-04-12,Syria,2
2025-05-10,Syria,1
2025-09-13,Syria,1
2025-10-04,Syria,1
2020-01-04,Syria,4
2020-01-11,Syria,6
2020-01-18,Syria,1
2020-01-25,Syria,2
2020-02-08,Syria,1
2020-02-15,Syria,1
2020-02-29,Syria,2
2020-03-07,Syria,2
2020-03-14,Syria,4
2020-03-21,Syria,3
2020-03-28,Syria,1
2020-04-04,Syria,3
2020-04-11,Syria,2
2020-04-25,Syria,1
2020-05-09,Syria,2
2020-05-23,Syria,1
2020-05-30,Syria,3
2020-06-13,Syria,2
2020-06-20,Syria,1
2020-06-27,Syria,3
2020-07-04,Syria,7
2020-07-11,Syria,1
2020-07-18,Syria,3
2020-07-25,Syria,8
2020-08-01,Syria,4
2020-08-08,Syria,5
2020-08-15,Syria,6
2020-08-22,Syria,2
2020-08-29,Syria,5
2020-09-05,Syria,1
2020-09-19,Syria,5
2020-09-26,Syria,4
2020-10-03,Syria,3
2020-10-10,Syria,7
2020-10-17,Syria,1
2020-10-24,Syria,4
2020-10-31,Syria,1
2020-11-07,Syria,3
2020-11-14,Syria,1
2020-11-21,Syria,1
2020-11-28,Syria,1
2020-12-05,Syria,4
2020-12-12,Syria,4
2020-12-19,Syria,10
2020-12-26,Syria,3
2021-01-02,Syria,2
2021-01-16,Syria,1
2021-02-06,Syria,2
2021-02-13,Syria,4
2021-02-20,Syria,1
2021-03-06,Syria,1
2021-03-13,Syria,1
2021-03-27,Syria,1
2021-04-10,Syria,2
2021-04-17,Syria,3
2021-04-24,Syria,3
2021-05-08,Syria,1
2021-05-15,Syria,4
2021-05-22,Syria,2
2021-05-29,Syria,2
2021-06-05,Syria,2
2021-06-12,Syria,11
2021-06-26,Syria,6
2021-07-17,Syria,4
2021-07-24,Syria,1
2021-08-07,Syria,3
2021-08-21,Syria,1
2021-08-28,Syria,2
2021-09-11,Syria,1
2021-09-18,Syria,1
2021-09-25,Syria,1
2021-10-02,Syria,1
2021-10-09,Syria,1
2021-11-06,Syria,2
2021-11-13,Syria,1
2021-11-27,Syria,1
2021-12-11,Syria,1
2021-12-25,Syria,2
2022-01-01,Syria,3
2022-01-15,Syria,1
2022-01-29,Syria,1
2022-02-05,Syria,2
2022-02-19,Syria,3
2022-02-26,Syria,2
2022-03-05,Syria,3
2022-03-12,Syria,1
2022-03-19,Syria,2
2022-03-26,Syria,2
2022-04-02,Syria,1
2022-04-09,Syria,1
2022-04-16,Syria,2
2022-04-23,Syria,1
2022-04-30,Syria,1
2022-05-14,Syria,2
2022-05-21,Syria,2
2022-05-28,Syria,4
2022-06-04,Syria,2
2022-06-11,Syria,2
2022-06-18,Syria,2
2022-06-25,Syria,3
2022-07-02,Syria,3
2022-07-16,Syria,9
2022-07-23,Syria,6
2022-07-30,Syria,2
2022-08-13,Syria,4
2022-08-20,Syria,2
2022-08-27,Syria,13
2022-09-03,Syria,3
2022-09-10,Syria,4
2022-09-17,Syria,8
2022-09-24,Syria,7
2022-10-01,Syria,12
2022-10-08,Syria,5
2022-10-29,Syria,4
2022-11-05,Syria,7
2022-11-19,Syria,1
2022-11-26,Syria,2
2022-12-03,Syria,2
2022-12-10,Syria,2
2022-12-17,Syria,1
2022-12-24,Syria,1
2022-12-31,Syria,2
2023-01-07,Syria,1
2023-01-21,Syria,3
2023-01-28,Syria,2
2023-02-04,Syria,1
2023-02-18,Syria,5
2023-02-25,Syria,7
2023-03-04,Syria,5
2023-03-11,Syria,7
2023-03-18,Syria,2
2023-03-25,Syria,1
2023-04-01,Syria,1
2023-04-15,Syria,5
2023-04-22,Syria,2
2023-04-29,Syria,3
2023-05-06,Syria,2
2023-05-13,Syria,1
2023-05-20,Syria,3
2023-05-27,Syria,7
2023-06-03,Syria,3
2023-06-10,Syria,2
2023-06-17,Syria,6
2023-06-24,Syria,5
2023-07-01,Syria,1
2023-07-08,Syria,7
2023-07-22,Syria,3
2023-07-29,Syria,2
2023-08-05,Syria,6
2023-08-12,Syria,3
2023-08-19,Syria,5
2023-08-26,Syria,4
2023-09-09,Syria,3
2023-09-16,Syria,8
2023-09-23,Syria,3
2023-09-30,Syria,5
2023-10-07,Syria,9
2023-10-14,Syria,3
2023-10-21,Syria,7
2023-10-28,Syria,5
2023-11-04,Syria,3
2023-11-11,Syria,7
2023-11-18,Syria,10
2023-11-25,Syria,4
2023-12-02,Syria,3
2023-12-09,Syria,3
2023-12-16,Syria,6
2023-12-23,Syria,6
2023-12-30,Syria,7
2024-01-06,Syria,4
2024-01-13,Syria,2
2024-01-27,Syria,4
2024-02-03,Syria,2
2024-02-10,Syria,3
2024-02-17,Syria,5
2024-02-24,Syria,4
2024-03-02,Syria,5
2024-03-09,Syria,1
2024-03-16,Syria,5
2024-03-23,Syria,2
2024-03-30,Syria,1
2024-04-06,Syria,2
2024-04-13,Syria,5
2024-04-20,Syria,4
2024-04-27,Syria,2
2024-05-04,Syria,2
2024-05-18,Syria,3
2024-05-25,Syria,3
2024-06-01,Syria,2
2024-06-08,Syria,4
2024-06-15,Syria,2
2024-06-22,Syria,1
2024-06-29,Syria,8
2024-07-06,Syria,4
2024-07-13,Syria,8
2024-07-20,Syria,6
2024-07-27,Syria,7
2024-08-03,Syria,10
2024-08-10,Syria,5
2024-08-17,Syria,9
2024-08-24,Syria,6
2024-08-31,Syria,7
2024-09-07,Syria,7
2024-09-14,Syria,4
2024-09-21,Syria,2
2024-09-28,Syria,12
2024-10-05,Syria,9
2024-10-12,Syria,9
2024-10-19,Syria,7
2024-10-26,Syria,4
2024-11-02,Syria,9
2024-11-09,Syria,6
2024-11-16,Syria,3
2024-11-23,Syria,1
2025-03-01,Syria,2
2025-04-05,Syria,1
2025-05-03,Syria,1
2025-08-23,Syria,1
2023-08-19,Syria,1
2024-12-07,Syria,1
2024-12-21,Syria,4
2025-01-04,Syria,1
2025-01-11,Syria,1
2025-01-18,Syria,4
2025-02-01,Syria,4
2025-02-15,Syria,1
2025-02-22,Syria,3
2025-03-01,Syria,5
2025-03-08,Syria,4
2025-03-29,Syria,1
2025-04-26,Syria,1
2025-05-03,Syria,1
2025-05-10,Syria,1
2025-06-21,Syria,3
2025-06-28,Syria,2
2025-07-12,Syria,1
2025-07-26,Syria,1
2025-10-04,Syria,1
2025-10-11,Syria,2
2025-01-11,Syria,1
2025-02-15,Syria,1
2025-03-01,Syria,1
2021-03-13,Syria,1
2021-04-10,Syria,1
2021-12-25,Syria,1
2022-08-20,Syria,1
2023-02-04,Syria,1
2023-03-25,Syria,1
2023-08-19,Syria,1
2023-09-23,Syria,1
2023-11-04,Syria,1
2024-01-06,Syria,1
2024-08-10,Syria,1
2024-09-07,Syria,1
2024-10-19,Syria,1
2024-12-14,Syria,1
2024-12-28,Syria,2
2025-01-04,Syria,1
2025-01-25,Syria,1
2025-02-08,Syria,1
2025-02-15,Syria,1
2025-03-01,Syria,4
2025-03-08,Syria,4
2025-03-15,Syria,1
2025-03-29,Syria,1
2025-04-12,Syria,2
2025-04-19,Syria,5
2025-04-26,Syria,2
2025-05-03,Syria,2
2025-05-10,Syria,4
2025-05-17,Syria,5
2025-05-24,Syria,3
2025-05-31,Syria,3
2025-06-07,Syria,3
2025-06-14,Syria,6
2025-06-21,Syria,1
2025-06-28,Syria,2
2025-07-05,Syria,4
2025-07-26,Syria,3
2025-08-02,Syria,1
2025-08-09,Syria,1
2025-08-16,Syria,3
2025-08-23,Syria,2
2025-08-30,Syria,2
2025-09-06,Syria,3
2025-09-13,Syria,3
2025-09-20,Syria,1
2025-10-04,Syria,4
2025-10-11,Syria,3
2025-10-18,Syria,2
2020-08-15,Syria,1
2020-09-26,Syria,1
2020-10-03,Syria,1
2024-09-28,Syria,1
2024-10-05,Syria,2
2024-12-07,Syria,3
2024-12-14,Syria,2
2024-12-21,Syria,1
2024-12-28,Syria,1
2025-01-04,Syria,1
2025-02-15,Syria,1
2025-03-01,Syria,3
2025-03-08,Syria,2
2025-03-22,Syria,1
2025-04-26,Syria,2
2025-05-17,Syria,2
2025-08-30,Syria,4
2025-09-20,Syria,5
2025-10-04,Syria,1
2025-10-11,Syria,1
2020-02-08,Syria,1
2020-02-22,Syria,1
2020-02-29,Syria,1
2020-03-14,Syria,1
2020-03-21,Syria,1
2020-07-11,Syria,1
2021-09-25,Syria,1
2023-11-18,Syria,1
2024-03-23,Syria,1
2024-09-07,Syria,1
2024-09-21,Syria,1
2025-03-08,Syria,2
2025-03-15,Syria,2
2025-03-22,Syria,3
2025-04-05,Syria,1
2025-04-12,Syria,1
2025-04-19,Syria,1
2025-05-17,Syria,2
2025-06-07,Syria,2
2025-06-14,Syria,1
2025-07-26,Syria,1
2020-08-08,Syria,2
2022-10-08,Syria,1
2022-07-16,Syria,1
2024-12-21,Syria,2
2025-03-15,Syria,1
2025-04-12,Syria,1
2024-12-07,Syria,1
2020-03-07,Syria,2
2024-12-07,Syria,2
2024-12-21,Syria,1
2025-01-18,Syria,1
2025-03-01,Syria,1
2025-03-08,Syria,4
2025-03-15,Syria,1
2025-03-22,Syria,2
2025-04-26,Syria,2
2025-05-10,Syria,1
2025-08-16,Syria,1
2025-09-13,Syria,1
2025-03-08,Syria,1
2025-03-22,Syria,1
2025-04-12,Syria,1
2025-05-03,Syria,2
2025-05-10,Syria,1
2025-05-24,Syria,3
2025-07-26,Syria,1
2025-09-20,Syria,1
2025-10-04,Syria,2
2020-03-07,Syria,1
2021-09-25,Syria,1
2021-10-02,Syria,1
2022-09-10,Syria,1
2022-09-24,Syria,1
2023-02-04,Syria,1
2023-05-13,Syria,1
2023-08-26,Syria,1
2024-01-20,Syria,1
2024-12-07,Syria,2
2024-12-21,Syria,3
2024-12-28,Syria,4
2025-01-04,Syria,2
2025-01-11,Syria,4
2025-01-18,Syria,3
2025-02-01,Syria,1
2025-02-08,Syria,4
2025-02-15,Syria,5
2025-02-22,Syria,1
2025-03-01,Syria,9
2025-03-08,Syria,42
2025-03-15,Syria,11
2025-03-22,Syria,7
2025-03-29,Syria,1
2025-04-05,Syria,4
2025-04-12,Syria,3
2025-04-19,Syria,3
2025-04-26,Syria,8
2025-05-03,Syria,3
2025-05-10,Syria,3
2025-05-17,Syria,3
2025-05-24,Syria,2
2025-05-31,Syria,2
2025-06-07,Syria,3
2025-06-14,Syria,4
2025-06-21,Syria,4
2025-06-28,Syria,2
2025-07-05,Syria,3
2025-07-19,Syria,1
2025-07-26,Syria,1
2025-08-02,Syria,3
2025-08-16,Syria,2
2025-08-30,Syria,1
2025-09-06,Syria,2
2025-09-20,Syria,1
2025-10-04,Syria,3
2025-10-11,Syria,1
2020-01-25,Syria,1
2020-04-04,Syria,1
2020-04-25,Syria,3
2020-08-08,Syria,1
2020-08-15,Syria,1
2020-08-29,Syria,1
2020-09-26,Syria,2
2020-10-03,Syria,1
2020-10-24,Syria,1
2020-10-31,Syria,1
2020-11-07,Syria,2
2020-12-19,Syria,1
2020-12-26,Syria,1
2021-01-02,Syria,1
2021-01-09,Syria,1
2021-01-16,Syria,2
2021-01-23,Syria,1
2021-01-30,Syria,1
2021-02-13,Syria,1
2021-04-10,Syria,1
2021-04-17,Syria,1
2021-04-24,Syria,1
2021-05-01,Syria,1
2021-05-22,Syria,1
2021-06-19,Syria,1
2021-07-03,Syria,1
2021-09-04,Syria,1
2021-11-06,Syria,1
2022-04-23,Syria,1
2022-05-07,Syria,1
2022-06-11,Syria,1
2022-07-09,Syria,1
2022-07-16,Syria,1
2022-09-24,Syria,1
2022-10-01,Syria,1
2022-12-03,Syria,1
2022-12-17,Syria,1
2023-01-28,Syria,1
2023-02-25,Syria,2
2023-04-15,Syria,1
2023-04-29,Syria,1
2023-05-06,Syria,3
2023-05-27,Syria,1
2023-06-10,Syria,2
2023-07-01,Syria,1
2023-10-14,Syria,1
2023-10-21,Syria,1
2024-01-13,Syria,2
2024-03-16,Syria,1
2024-03-23,Syria,3
2024-04-06,Syria,1
2024-04-13,Syria,1
2024-04-20,Syria,2
2024-05-04,Syria,1
2024-05-11,Syria,2
2024-06-08,Syria,1
2024-08-03,Syria,1
2024-08-17,Syria,1
2024-08-24,Syria,1
2024-11-09,Syria,1
2024-12-07,Syria,1
2025-01-25,Syria,1
2025-03-01,Syria,1
2025-03-29,Syria,1
2025-04-05,Syria,1
2025-07-19,Syria,1
2025-08-16,Syria,1
2025-09-06,Syria,1
2020-02-22,Syria,7
2020-02-29,Syria,3
2020-04-25,Syria,1
2020-07-18,Syria,1
2020-08-01,Syria,3
2020-11-21,Syria,1
2020-11-28,Syria,1
2020-12-05,Syria,1
2021-01-30,Syria,1
2021-05-01,Syria,3
2021-08-14,Syria,2
2021-10-23,Syria,2
2022-07-02,Syria,2
2023-04-08,Syria,1
2023-10-21,Syria,1
2023-10-28,Syria,1
2023-12-02,Syria,1
2023-12-16,Syria,1
2023-12-23,Syria,2
2023-12-30,Syria,2
2024-03-02,Syria,1
2024-03-09,Syria,2
2024-03-16,Syria,1
2024-03-30,Syria,1
2024-04-06,Syria,1
2024-05-18,Syria,1
2024-05-25,Syria,1
2024-06-01,Syria,3
2024-06-08,Syria,9
2024-06-15,Syria,4
2024-06-29,Syria,1
2024-07-06,Syria,2
2024-07-20,Syria,1
2024-08-03,Syria,1
2024-08-10,Syria,1
2024-08-17,Syria,2
2024-08-24,Syria,2
2024-09-07,Syria,2
2024-09-14,Syria,2
2024-09-21,Syria,2
2024-09-28,Syria,3
2024-10-05,Syria,4
2024-10-12,Syria,2
2024-10-19,Syria,3
2024-10-26,Syria,2
2024-11-23,Syria,3
2024-12-07,Syria,2
2025-01-11,Syria,2
2025-02-01,Syria,1
2025-03-15,Syria,1
2025-04-05,Syria,1
2025-04-26,Syria,1
2025-05-31,Syria,1
2025-06-14,Syria,1
2025-06-21,Syria,2
2025-08-02,Syria,1
2025-08-23,Syria,1
2020-02-01,Syria,1
2020-04-11,Syria,1
2020-05-02,Syria,1
2020-07-11,Syria,2
2020-08-15,Syria,1
2020-09-19,Syria,1
2020-10-10,Syria,1
2020-11-07,Syria,1
2020-12-12,Syria,2
2020-12-19,Syria,1
2021-01-02,Syria,1
2021-01-16,Syria,2
2021-01-23,Syria,1
2021-02-27,Syria,1
2021-03-06,Syria,1
2021-03-20,Syria,1
2021-04-10,Syria,1
2021-04-17,Syria,4
2021-05-29,Syria,1
2021-06-05,Syria,1
2021-06-12,Syria,1
2021-06-19,Syria,1
2021-08-28,Syria,1
2021-09-11,Syria,1
2021-10-16,Syria,1
2021-10-30,Syria,1
2021-11-20,Syria,1
2021-12-04,Syria,1
2022-01-08,Syria,1
2022-04-30,Syria,1
2022-05-07,Syria,1
2022-05-14,Syria,3
2022-05-21,Syria,1
2022-05-28,Syria,1
2022-08-20,Syria,1
2022-09-24,Syria,2
2022-10-08,Syria,1
2022-11-05,Syria,1
2023-01-07,Syria,2
2023-01-21,Syria,1
2023-04-08,Syria,2
2023-05-27,Syria,1
2023-06-10,Syria,2
2023-08-19,Syria,2
2023-12-02,Syria,1
2024-02-24,Syria,1
2024-03-02,Syria,1
2024-03-16,Syria,1
2024-03-23,Syria,1
2024-04-13,Syria,1
2024-04-20,Syria,1
2024-06-08,Syria,1
2024-06-29,Syria,1
2024-09-14,Syria,1
2024-11-16,Syria,1
2024-12-07,Syria,1
2025-03-01,Syria,1
2025-03-22,Syria,1
2025-04-05,Syria,1
2025-05-03,Syria,1
2025-05-17,Syria,2
2025-06-28,Syria,1
2025-08-16,Syria,1
2025-09-27,Syria,1
2020-05-23,Syria,1
2020-07-18,Syria,1
2020-10-17,Syria,1
2021-03-27,Syria,1
2021-05-01,Syria,1
2021-05-08,Syria,1
2021-06-12,Syria,1
2022-01-01,Syria,1
2022-02-19,Syria,2
2022-05-07,Syria,2
2022-08-06,Syria,1
2023-02-25,Syria,2
2023-04-08,Syria,1
2023-04-15,Syria,2
2023-04-22,Syria,1
2023-04-29,Syria,1
2023-05-20,Syria,1
2023-07-22,Syria,1
2023-09-16,Syria,1
2023-10-07,Syria,8
2023-10-14,Syria,16
2023-10-21,Syria,9
2023-10-28,Syria,4
2023-11-04,Syria,1
2023-11-11,Syria,7
2023-11-18,Syria,2
2023-12-02,Syria,15
2023-12-09,Syria,10
2023-12-16,Syria,4
2023-12-23,Syria,8
2023-12-30,Syria,7
2024-01-06,Syria,4
2024-01-13,Syria,6
2024-01-20,Syria,7
2024-01-27,Syria,8
2024-02-03,Syria,18
2024-02-10,Syria,13
2024-02-17,Syria,18
2024-02-24,Syria,13
2024-03-02,Syria,18
2024-03-09,Syria,23
2024-03-16,Syria,15
2024-03-23,Syria,13
2024-03-30,Syria,15
2024-04-06,Syria,21
2024-04-13,Syria,14
2024-04-20,Syria,12
2024-04-27,Syria,10
2024-05-04,Syria,11
2024-05-11,Syria,15
2024-05-18,Syria,12
2024-05-25,Syria,15
2024-06-01,Syria,15
2024-06-08,Syria,17
2024-06-15,Syria,14
2024-06-22,Syria,16
2024-06-29,Syria,16
2024-07-06,Syria,18
2024-07-13,Syria,8
2024-07-20,Syria,11
2024-07-27,Syria,13
2024-08-03,Syria,13
2024-08-10,Syria,16
2024-08-17,Syria,20
2024-08-24,Syria,18
2024-08-31,Syria,21
2024-09-07,Syria,17
2024-09-14,Syria,26
2024-09-21,Syria,9
2024-09-28,Syria,18
2024-10-05,Syria,11
2024-10-12,Syria,26
2024-10-19,Syria,25
2024-10-26,Syria,7
2024-11-02,Syria,10
2024-11-09,Syria,7
2024-11-16,Syria,6
2024-11-23,Syria,4
2024-11-30,Syria,1
2024-12-07,Syria,3
2025-03-22,Syria,3
2025-03-29,Syria,1
2025-04-05,Syria,1
2025-05-31,Syria,2
2025-06-07,Syria,1
2025-06-28,Syria,1
2025-08-23,Syria,1
2025-08-30,Syria,1
2025-09-13,Syria,1
2025-10-11,Syria,1
2020-12-05,Syria,1
2023-06-17,Syria,1
2024-12-21,Syria,2
2020-06-13,Syria,1
2020-09-05,Syria,2
2024-03-16,Syria,1
2024-07-27,Syria,2
2025-01-25,Syria,2
2025-02-22,Syria,9
2025-03-01,Syria,4
2025-03-15,Syria,1
2025-04-05,Syria,2
2025-06-07,Syria,1
2025-07-12,Syria,1
2025-07-26,Syria,1
2025-07-12,Syria,1
2025-05-24,Syria,1
2025-07-12,Syria,3
2025-07-19,Syria,1
2021-02-13,Syria,1
2021-05-15,Syria,1
2020-03-14,Syria,1
2024-04-13,Syria,1
2024-08-10,Syria,1
2024-09-07,Syria,1
2024-09-21,Syria,1
2025-02-08,Syria,1
2025-03-29,Syria,1
2025-06-28,Syria,1
2025-08-16,Syria,1
2020-06-27,Syria,1
2021-01-16,Syria,1
2021-05-15,Syria,1
2022-03-12,Syria,1
2023-04-08,Syria,1
2023-09-16,Syria,1
2023-10-07,Syria,3
2023-10-21,Syria,1
2023-10-28,Syria,1
2023-11-25,Syria,4
2024-02-17,Syria,1
2024-07-27,Syria,1
2024-09-14,Syria,1
2024-09-28,Syria,1
2024-10-12,Syria,4
2024-10-19,Syria,1
2024-11-09,Syria,1
2024-12-07,Syria,5
2024-12-14,Syria,6
2024-12-21,Syria,3
2024-12-28,Syria,1
2025-01-04,Syria,3
2025-01-11,Syria,2
2025-01-18,Syria,1
2025-01-25,Syria,1
2025-02-01,Syria,4
2025-02-08,Syria,4
2025-02-15,Syria,4
2025-02-22,Syria,7
2025-03-01,Syria,9
2025-03-08,Syria,6
2025-03-15,Syria,6
2025-03-22,Syria,4
2025-03-29,Syria,3
2025-04-05,Syria,6
2025-04-12,Syria,8
2025-04-19,Syria,8
2025-04-26,Syria,3
2025-05-03,Syria,7
2025-05-10,Syria,4
2025-05-17,Syria,12
2025-05-24,Syria,2
2025-05-31,Syria,5
2025-06-07,Syria,12
2025-06-14,Syria,14
2025-06-21,Syria,16
2025-06-28,Syria,8
2025-07-05,Syria,3
2025-07-12,Syria,14
2025-07-19,Syria,6
2025-07-26,Syria,7
2025-08-02,Syria,8
2025-08-09,Syria,13
2025-08-16,Syria,9
2025-08-23,Syria,25
2025-08-30,Syria,11
2025-09-06,Syria,5
2025-09-13,Syria,6
2025-09-20,Syria,16
2025-09-27,Syria,10
2025-10-04,Syria,8
2025-10-11,Syria,8
2025-10-18,Syria,16
2020-11-14,Syria,1
2023-12-02,Syria,1
2024-03-02,Syria,1
2024-03-09,Syria,1
2024-04-06,Syria,1
2024-04-13,Syria,1
2024-04-20,Syria,1
2024-05-18,Syria,1
2024-05-25,Syria,1
2024-07-27,Syria,1
2024-08-03,Syria,1
2024-08-10,Syria,2
2024-08-17,Syria,3
2024-08-24,Syria,5
2024-09-14,Syria,1
2024-09-21,Syria,4
2024-09-28,Syria,2
2024-10-05,Syria,4
2024-10-12,Syria,1
2024-10-19,Syria,3
2024-11-02,Syria,4
2024-11-09,Syria,5
2024-11-16,Syria,1
2024-11-23,Syria,3
2025-02-15,Syria,1
2025-03-01,Syria,1
2025-05-17,Syria,1
2025-06-07,Syria,2
2025-06-14,Syria,25
2025-06-21,Syria,13
2025-06-28,Syria,1
2025-09-27,Syria,1
2025-10-04,Syria,1
2025-10-11,Syria,1
2025-10-18,Syria,3
2023-10-28,Syria,4
2024-01-06,Syria,2
2024-02-17,Syria,1
2024-03-09,Syria,1
2024-03-16,Syria,1
2024-03-30,Syria,1
2024-04-06,Syria,2
2024-08-31,Syria,1
2024-09-21,Syria,1
2024-10-05,Syria,1
2024-12-21,Syria,3
2025-01-18,Syria,4
2025-03-08,Syria,1
2025-05-17,Syria,1
2022-05-28,Syria,1
2024-12-21,Syria,1
2025-01-04,Syria,1
2025-01-25,Syria,2
2025-02-08,Syria,2
2025-02-15,Syria,1
2025-03-01,Syria,1
2025-03-08,Syria,1
2025-03-15,Syria,1
2025-03-22,Syria,1
2025-04-05,Syria,1
2025-04-19,Syria,2
2025-05-10,Syria,2
2025-05-24,Syria,2
2025-06-07,Syria,4
2025-06-14,Syria,2
2025-07-05,Syria,3
2025-07-12,Syria,3
2025-08-02,Syria,1
2025-08-16,Syria,1
2024-11-30,Syria,2
2024-12-07,Syria,12
2024-12-14,Syria,1
2024-12-28,Syria,1
2025-06-14,Syria,1
2021-01-23,Syria,1
2021-05-08,Syria,1
2021-05-15,Syria,1
2024-05-25,Syria,1
2024-08-03,Syria,1
2024-08-10,Syria,1
2024-08-24,Syria,1
2024-09-21,Syria,1
2024-09-28,Syria,1
2024-10-05,Syria,3
2024-10-12,Syria,2
2024-10-19,Syria,2
2024-10-26,Syria,3
2024-11-02,Syria,3
2024-12-07,Syria,1
2024-12-14,Syria,5
2024-12-28,Syria,1
2025-01-18,Syria,2
2025-01-25,Syria,1
2025-02-15,Syria,1
2025-02-22,Syria,1
2025-08-23,Syria,2
2025-09-13,Syria,1
2025-09-20,Syria,1
2025-09-27,Syria,1
2025-10-04,Syria,1
2025-10-11,Syria,2
2025-10-18,Syria,1
2021-02-06,Syria,1
2022-12-24,Syria,1
2024-02-17,Syria,1
2024-02-24,Syria,1
2024-04-20,Syria,1
2024-11-16,Syria,1
2024-11-30,Syria,1
2024-12-07,Syria,2
2024-12-21,Syria,1
2025-01-04,Syria,1
2025-02-15,Syria,1
2025-02-22,Syria,1
2025-03-22,Syria,1
2025-04-05,Syria,1
2025-05-03,Syria,1
2025-05-10,Syria,1
2025-06-07,Syria,1
2025-06-14,Syria,5
2025-07-05,Syria,3
2025-07-26,Syria,2
2025-08-02,Syria,1
2025-08-09,Syria,3
2025-08-23,Syria,2
2025-08-30,Syria,1
2025-09-13,Syria,8
2025-09-20,Syria,1
2025-10-04,Syria,1
2025-10-18,Syria,1
2021-01-30,Syria,1
2021-02-13,Syria,1
2021-05-01,Syria,1
2021-05-29,Syria,1
2021-06-26,Syria,1
2021-07-03,Syria,1
2021-11-27,Syria,1
2022-04-16,Syria,1
2022-09-17,Syria,1
2022-10-01,Syria,1
2022-10-15,Syria,1
2023-02-18,Syria,1
2023-03-04,Syria,1
2023-05-20,Syria,2
2023-06-10,Syria,1
2023-12-02,Syria,1
2024-01-06,Syria,1
2024-03-16,Syria,1
2024-04-27,Syria,1
2024-06-22,Syria,1
2024-07-13,Syria,2
2024-07-20,Syria,2
2024-07-27,Syria,1
2024-08-03,Syria,1
2024-11-23,Syria,1
2024-12-07,Syria,1
2025-01-04,Syria,1
2025-01-18,Syria,1
2025-02-08,Syria,1
2025-04-19,Syria,1
2025-04-26,Syria,2
2025-05-17,Syria,1
2025-06-28,Syria,2
2025-08-02,Syria,1
2025-08-30,Syria,1
2025-09-06,Syria,1
2025-10-04,Syria,1
2020-01-04,Syria,2
2020-01-11,Syria,1
2020-02-08,Syria,1
2020-02-29,Syria,4
2020-03-21,Syria,1
2020-04-04,Syria,1
2020-05-02,Syria,1
2020-05-23,Syria,1
2020-06-06,Syria,1
2020-06-13,Syria,1
2020-06-20,Syria,1
2020-07-04,Syria,1
2020-07-11,Syria,1
2020-08-08,Syria,1
2020-09-05,Syria,1
2020-09-19,Syria,1
2020-10-03,Syria,1
2020-10-10,Syria,1
2021-01-02,Syria,1
2021-01-23,Syria,2
2021-02-06,Syria,1
2021-03-27,Syria,1
2021-05-15,Syria,1
2021-07-03,Syria,1
2021-08-28,Syria,2
2021-10-02,Syria,1
2021-10-23,Syria,1
2021-11-13,Syria,1
